3.5,0.0018301284972039866
3.733333333334,0.000493192404974252
3.966666666666,-1.4538108189299237e-05
4.2,-0.00016886490629985929
4.433333333334,-0.0001827756113925716
4.666666666666,-0.00015105952752492158
4.9,-0.00011320783778501209
5.133333333334,-8.2376775026205e-05
5.366666666666,-6.034268062649062e-05
5.6,-4.5207561925053596e-05
5.833333333334,-3.471520813036477e-05
6.066666666666,-2.7216304260946345e-05
6.3,-2.1680443751392886e-05
6.533333333334,-1.748879367369227e-05
6.766666666666,-1.425707796443021e-05
7.0,-1.1732415259757545e-05
